# VRPTW Fixed Benchmark Data
# N=20  INSTANCES=10000  Q=500  K=10  T=1000  SERVICE=10
#
# Node 0 = Depot, Nodes 1..20 = Customers
# Coordinates are in [0, 100], Time windows are in [0, 1000]
# TW1=narrow(100), TW2=medium(300), TW3=wide(500)
#
# INST	NODE	X	Y	DEMAND	TW1_A	TW1_B	TW2_A	TW2_B	TW3_A	TW3_B	SERVICE
9868	15	47.58	6.69	2	903	947	933	947	419	837	10
9868	16	23.11	30.11	32	537	542	720	981	821	981	10
9868	17	10.06	77.45	1	608	625	330	529	785	963	10
9868	18	39.30	77.23	7	699	719	828	954	408	954	10
9868	19	83.09	76.36	10	533	557	830	919	693	750	10
9868	20	34.77	74.40	13	353	446	787	959	860	959	10
9869	0	57.33	3.35	0	0	1000	0	1000	0	1000	0
9869	1	95.10	47.66	21	469	637	347	743	939	940	10
9869	2	80.79	19.24	25	827	970	248	321	869	970	10
9869	3	15.58	61.42	17	385	406	428	927	641	927	10
9869	4	27.59	36.27	6	775	823	152	316	320	954	10
9869	5	62.36	33.22	1	92	124	241	297	89	339	10
9869	6	76.05	45.49	1	891	952	328	780	321	952	10
9869	7	14.10	7.00	14	267	384	336	629	130	955	10
9869	8	72.01	16.69	19	946	979	691	979	653	703	10
9869	9	30.97	30.18	14	732	894	625	827	546	961	10
9869	10	68.96	94.66	24	702	720	454	863	474	790	10
9869	11	24.38	14.64	22	542	542	340	741	546	964	10
9869	12	89.85	84.67	21	418	448	350	724	139	768	10
9869	13	10.22	54.38	25	385	497	277	290	722	848	10
9869	14	58.64	3.38	32	253	293	769	997	246	849	10
9869	15	72.60	96.20	10	569	598	406	419	307	670	10
9869	16	3.33	53.88	14	133	140	828	925	166	703	10
9869	17	34.66	94.63	1	707	904	585	668	371	904	10
9869	18	48.33	55.35	12	731	736	104	312	646	946	10
9869	19	68.90	5.56	20	104	354	332	970	809	987	10
9869	20	52.52	75.79	17	610	743	905	926	399	713	10
9870	0	8.63	84.70	0	0	1000	0	1000	0	1000	0
9870	1	89.70	55.91	17	879	912	436	449	453	912	10
9870	2	97.48	24.72	3	589	672	736	876	735	876	10
9870	3	46.23	17.45	3	532	569	677	827	791	824	10
9870	4	58.80	31.66	23	354	439	801	925	146	507	10
9870	5	79.27	99.23	19	424	433	637	926	894	926	10
9870	6	28.65	82.36	27	775	813	548	905	937	978	10
9870	7	58.62	42.63	3	605	711	465	586	202	232	10
9870	8	74.87	40.89	20	213	248	103	212	611	919	10
9870	9	39.67	75.07	26	752	802	319	395	683	851	10
9870	10	38.68	11.79	8	563	585	822	861	321	492	10
9870	11	94.59	64.47	11	486	577	386	910	162	679	10
9870	12	20.28	50.17	16	533	739	343	637	402	815	10
9870	13	40.27	13.25	16	681	704	517	603	832	920	10
9870	14	85.66	36.32	16	886	908	180	717	202	569	10
9870	15	82.58	33.74	8	587	589	185	886	744	786	10
9870	16	60.06	28.90	1	577	687	601	706	211	923	10
9870	17	68.99	77.76	3	359	461	460	773	253	727	10
9870	18	63.42	19.21	18	231	272	454	904	286	913	10
9870	19	99.67	17.54	27	259	276	141	509	718	885	10
9870	20	79.76	0.17	27	397	527	887	888	346	888	10
9871	0	41.54	50.40	0	0	1000	0	1000	0	1000	0
9871	1	12.68	0.73	24	589	595	317	484	828	941	10
9871	2	69.30	60.32	12	631	643	902	969	680	872	10
9871	3	65.75	84.82	27	779	838	846	956	920	956	10
9871	4	31.47	19.39	14	385	568	937	966	71	160	10
9871	5	44.14	83.58	1	174	205	507	572	135	392	10
9871	6	57.00	4.93	26	52	164	669	710	507	950	10
9871	7	93.44	88.69	18	532	573	602	708	841	934	10
9871	8	59.92	77.24	10	684	945	713	956	301	713	10
9871	9	25.28	67.65	28	859	975	964	975	657	975	10
9871	10	96.35	48.97	5	534	580	82	339	698	944	10
9871	11	83.35	69.52	23	532	666	131	522	935	953	10
9871	12	63.30	63.05	1	677	727	713	787	808	973	10
9871	13	63.55	43.48	27	956	975	643	975	235	669	10
9871	14	75.77	97.06	5	717	814	760	874	726	941	10
9871	15	11.37	81.35	12	221	303	410	552	851	955	10
9871	16	32.60	46.72	27	897	898	664	989	954	989	10
9871	17	42.50	55.37	17	42	130	786	840	317	426	10
9871	18	59.83	3.83	19	315	427	626	754	54	661	10
9871	19	63.83	65.60	6	794	887	238	383	903	972	10
9871	20	65.52	75.94	8	527	702	753	963	331	963	10
9872	0	2.33	82.98	0	0	1000	0	1000	0	1000	0
9872	1	85.58	1.11	3	474	564	616	882	845	852	10
9872	2	67.58	22.63	1	696	717	619	788	383	910	10
9872	3	98.61	25.04	14	285	388	778	886	199	425	10
9872	4	49.19	90.19	10	98	285	108	270	917	951	10
9872	5	83.34	89.50	36	200	218	878	917	681	917	10
9872	6	70.16	52.15	18	672	862	77	84	133	616	10
9872	7	29.41	25.99	25	123	205	119	146	70	429	10
9872	8	67.77	37.38	27	236	440	192	324	522	566	10
9872	9	93.18	85.72	13	144	158	830	908	799	908	10
9872	10	93.12	5.44	16	337	370	348	474	709	879	10
9872	11	77.28	96.71	8	112	127	853	922	88	642	10
9872	12	73.50	71.00	31	228	298	141	159	222	288	10
9872	13	95.55	1.26	16	810	854	299	313	727	875	10
9872	14	52.69	44.51	9	443	445	455	526	77	507	10
9872	15	38.12	22.15	3	104	188	246	280	445	928	10
9872	16	55.51	63.81	17	124	137	83	251	695	942	10
9872	17	70.02	14.00	42	104	140	805	902	307	315	10
9872	18	67.95	9.33	8	261	495	705	900	276	900	10
9872	19	47.82	24.85	23	802	811	490	749	761	925	10
9872	20	41.40	82.96	5	347	497	621	626	789	959	10
9873	0	89.47	88.73	0	0	1000	0	1000	0	1000	0
9873	1	26.73	62.98	1	747	931	302	358	139	582	10
9873	2	19.08	20.18	6	353	526	310	482	470	791	10
9873	3	96.18	17.48	3	884	927	764	927	638	927	10
9873	4	91.87	61.22	29	161	168	497	703	832	859	10
9873	5	96.13	94.49	6	231	250	192	213	415	631	10
9873	6	43.62	96.36	10	104	166	486	856	579	601	10
9873	7	46.65	87.61	1	231	303	843	956	652	956	10
9873	8	30.92	63.05	33	797	831	884	935	208	283	10
9873	9	37.81	72.00	17	351	359	638	644	737	944	10
9873	10	95.02	2.70	19	415	428	898	909	409	912	10
9873	11	10.24	58.68	11	897	914	660	914	604	914	10
9873	12	85.65	20.81	4	294	329	692	930	251	404	10
9873	13	39.96	2.57	17	250	353	747	899	394	899	10
9873	14	92.24	70.55	10	133	146	634	652	671	809	10
9873	15	17.44	55.15	28	379	413	799	878	550	825	10
9873	16	49.13	16.27	27	330	362	703	916	889	916	10
9873	17	25.70	60.51	11	880	929	547	558	234	929	10
9873	18	89.99	70.43	1	477	552	435	682	954	980	10
9873	19	68.70	33.64	19	662	680	816	940	820	940	10
9873	20	35.40	29.76	16	702	778	359	500	808	919	10
9874	0	89.04	46.37	0	0	1000	0	1000	0	1000	0
9874	1	31.97	77.88	22	345	469	745	898	248	688	10
9874	2	90.20	10.86	30	637	816	960	963	200	707	10
9874	3	61.77	7.39	19	331	389	673	951	212	513	10
9874	4	44.66	28.13	24	68	106	128	575	935	951	10
9874	5	35.03	83.45	24	367	436	472	933	657	691	10
9874	6	85.24	39.32	18	732	860	395	942	498	626	10
9874	7	62.37	48.56	1	923	972	872	972	302	360	10
9874	8	33.41	69.15	19	449	451	668	712	788	938	10
9874	9	49.24	2.10	13	154	193	766	838	683	898	10
9874	10	32.32	33.71	25	755	873	498	575	490	807	10
9874	11	15.28	86.67	23	817	914	97	290	541	613	10
9874	12	33.59	19.58	24	880	937	860	937	382	937	10
9874	13	65.56	17.56	24	567	666	358	520	909	961	10
9874	14	45.91	49.27	7	359	384	501	557	291	819	10
9874	15	85.54	7.84	1	775	885	240	402	292	478	10
9874	16	80.06	62.17	18	318	539	977	980	750	980	10
9874	17	44.92	22.18	22	687	751	524	749	510	948	10
9874	18	50.09	59.10	3	49	75	107	656	684	705	10
9874	19	82.13	53.91	32	322	339	705	988	144	649	10
9874	20	87.41	6.23	7	926	958	456	744	411	732	10
9875	0	75.86	22.95	0	0	1000	0	1000	0	1000	0
9875	1	65.47	28.49	8	305	309	174	344	828	987	10
9875	2	9.39	69.98	23	165	221	340	528	105	518	10
9875	3	44.98	21.98	9	930	961	897	968	748	968	10
9875	4	81.86	59.67	3	698	728	162	226	806	961	10
9875	5	69.95	47.91	3	111	187	430	480	852	973	10
9875	6	96.31	15.44	9	857	942	872	977	611	670	10
9875	7	63.05	36.70	3	462	650	904	980	280	341	10
9875	8	72.94	28.74	32	183	308	304	307	74	435	10
9875	9	98.28	24.87	25	837	976	839	901	408	976	10
9875	10	41.98	1.32	33	678	770	411	494	857	925	10
9875	11	71.22	13.74	1	945	988	246	749	978	988	10
9875	12	99.44	82.96	8	372	391	554	824	658	934	10
9875	13	45.84	85.83	7	433	508	898	929	690	924	10
9875	14	38.02	54.87	11	73	93	365	949	824	929	10
9875	15	88.29	7.65	21	861	882	531	979	602	777	10
9875	16	47.08	54.31	12	478	511	653	818	567	608	10
9875	17	55.72	15.58	15	944	977	924	977	720	977	10
9875	18	26.98	17.09	2	120	232	123	526	336	406	10
9875	19	85.23	5.68	20	934	969	515	766	56	80	10
9875	20	51.62	32.21	17	279	509	730	842	718	888	10
9876	0	55.90	1.13	0	0	1000	0	1000	0	1000	0
9876	1	6.21	67.63	17	407	412	791	915	162	915	10
9876	2	15.78	5.77	19	540	598	453	561	876	958	10
9876	3	33.53	15.54	22	868	924	207	509	272	411	10
9876	4	11.78	93.23	27	160	352	522	896	410	645	10
9876	5	37.08	39.25	21	71	116	204	308	631	794	10
9876	6	85.24	86.14	16	857	899	121	200	865	909	10
9876	7	5.67	58.73	18	165	216	517	749	743	922	10
9876	8	33.09	82.54	10	569	638	186	684	633	914	10
9876	9	71.55	26.25	31	282	367	533	969	755	969	10
9876	10	31.72	61.80	10	599	646	532	933	464	739	10
9876	11	78.58	92.06	26	515	612	408	480	787	905	10
9876	12	2.34	20.03	9	304	329	596	902	219	257	10
9876	13	29.15	22.90	15	884	964	318	430	404	964	10
9876	14	98.89	37.31	9	81	167	485	814	171	327	10
9876	15	20.05	19.35	14	93	127	801	958	661	958	10
9876	16	70.70	36.05	13	319	331	578	709	769	961	10
9876	17	2.08	14.87	6	774	776	630	674	412	457	10
9876	18	20.10	80.73	2	326	359	423	911	573	911	10
9876	19	55.23	72.57	8	883	927	806	927	916	927	10
9876	20	7.71	8.13	9	69	197	456	496	820	917	10
9877	0	38.73	24.13	0	0	1000	0	1000	0	1000	0
9877	1	56.69	56.22	18	196	343	405	962	954	962	10
9877	2	5.53	11.62	4	921	923	137	314	109	474	10
9877	3	68.28	11.94	3	143	178	174	347	547	967	10
9877	4	41.93	94.91	5	599	671	290	351	426	928	10
9877	5	77.07	13.04	4	636	649	54	373	366	959	10
9877	6	43.11	32.73	25	874	917	643	827	512	791	10
9877	7	22.63	58.17	27	684	767	109	430	86	167	10
9877	8	21.72	98.28	17	502	586	158	840	101	756	10
9877	9	92.63	68.15	9	231	303	247	491	457	677	10
9877	10	17.10	3.74	6	658	718	694	969	898	969	10
9877	11	39.78	41.38	16	605	782	635	981	911	981	10
9877	12	19.12	50.90	9	439	476	288	383	241	623	10
9877	13	38.77	50.16	20	446	587	156	330	810	972	10
9877	14	67.90	58.33	6	54	279	939	954	583	777	10
9877	15	9.01	6.67	7	705	788	759	761	590	638	10
9877	16	97.51	26.87	1	812	829	492	754	328	799	10
9877	17	30.39	75.46	13	586	769	261	378	479	784	10
9877	18	58.39	56.12	21	296	385	672	696	531	961	10
9877	19	36.38	78.95	26	378	383	621	944	172	266	10
9877	20	39.74	57.51	11	769	901	232	288	784	965	10
9878	0	20.02	30.85	0	0	1000	0	1000	0	1000	0
9878	1	42.54	42.50	21	68	134	680	783	819	902	10
9878	2	29.78	93.44	32	843	909	765	807	179	270	10
9878	3	4.45	68.99	23	236	350	711	957	951	957	10
9878	4	85.22	59.77	5	400	561	774	927	129	433	10
9878	5	7.98	53.43	21	877	958	689	692	505	973	10
9878	6	18.04	8.46	39	279	388	54	321	797	976	10
9878	7	58.80	81.50	14	123	157	137	359	783	935	10
9878	8	85.65	42.85	13	273	318	524	671	243	586	10
9878	9	10.16	37.78	9	735	797	475	678	500	986	10
9878	10	74.97	68.78	24	501	594	501	624	513	932	10
9878	11	4.87	11.85	20	196	280	387	578	708	712	10
9878	12	70.36	35.24	25	899	948	559	726	560	666	10
9878	13	86.84	24.75	3	377	427	715	929	89	494	10
9878	14	42.02	12.01	18	51	75	384	519	648	968	10
9878	15	77.54	65.32	1	497	603	859	931	304	370	10
9878	16	98.84	40.96	2	855	887	103	251	904	919	10
9878	17	36.57	19.39	9	337	339	145	611	81	513	10
9878	18	41.14	91.62	24	871	932	842	934	216	354	10
9878	19	70.03	19.90	9	188	207	650	753	384	534	10
9878	20	42.90	89.22	7	301	356	273	367	408	936	10
9879	0	2.25	94.75	0	0	1000	0	1000	0	1000	0
9879	1	55.13	14.54	17	534	590	806	902	358	902	10
9879	2	1.72	42.21	18	596	690	138	751	871	946	10
9879	3	51.88	2.40	12	535	607	477	634	337	894	10
9879	4	49.58	6.88	1	474	499	252	339	185	520	10
9879	5	15.32	10.14	19	237	322	730	913	248	267	10
9879	6	18.18	60.83	15	288	479	366	569	311	595	10
9879	7	76.81	74.23	8	624	715	248	256	315	782	10
9879	8	20.67	79.07	16	335	386	210	525	72	557	10
9879	9	50.20	35.92	13	424	482	574	923	553	923	10
9879	10	41.60	67.71	17	254	367	69	205	751	951	10
9879	11	62.06	37.76	15	664	804	452	709	833	916	10
9879	12	6.95	66.89	11	895	970	74	137	859	970	10
9879	13	12.18	75.07	16	106	153	578	931	280	676	10
9879	14	29.03	65.79	17	735	736	701	713	299	364	10
9879	15	80.09	88.58	15	564	779	900	920	892	920	10
9879	16	84.99	7.48	8	639	667	550	611	715	730	10
9879	17	11.00	55.07	15	290	352	166	168	609	958	10
9879	18	85.26	92.57	12	587	652	896	915	213	542	10
9879	19	61.07	80.55	8	258	481	634	680	188	497	10
9879	20	15.37	7.42	7	270	467	750	910	227	873	10
9880	0	72.27	81.24	0	0	1000	0	1000	0	1000	0
9880	1	39.74	12.50	34	521	553	406	625	549	922	10
9880	2	76.85	20.24	20	698	937	313	572	88	636	10
9880	3	32.18	32.78	29	72	163	567	936	548	762	10
9880	4	28.16	28.41	3	833	839	112	242	115	202	10
9880	5	76.72	89.66	22	754	879	672	828	424	630	10
9880	6	77.08	80.69	14	745	781	656	673	265	994	10
9880	7	96.78	57.20	9	858	931	160	251	764	950	10
9880	8	74.98	39.41	10	125	215	841	910	599	957	10
9880	9	25.78	26.35	17	260	296	258	359	911	927	10
9880	10	99.83	29.29	1	304	327	534	840	77	215	10
9880	11	56.57	40.78	1	203	204	881	955	873	955	10
9880	12	90.75	68.97	12	821	835	226	362	501	653	10
9880	13	94.96	59.05	13	871	912	63	674	459	558	10
9880	14	13.30	7.50	17	401	536	109	167	135	617	10
9880	15	66.64	56.38	6	113	273	261	263	438	664	10
9880	16	28.78	85.61	26	330	340	799	854	769	955	10
9880	17	43.27	12.57	14	240	292	244	547	732	924	10
9880	18	71.58	61.54	16	740	848	420	699	303	882	10
9880	19	44.51	50.95	26	113	321	895	957	843	957	10
9880	20	49.45	17.45	6	572	639	462	931	870	931	10
9881	0	29.99	37.43	0	0	1000	0	1000	0	1000	0
9881	1	22.31	10.31	2	559	633	925	970	413	432	10
9881	2	5.66	94.07	11	742	887	163	171	699	937	10
9881	3	64.76	17.86	5	288	377	713	833	106	435	10
9881	4	81.03	80.70	3	793	876	508	693	848	882	10
9881	5	60.16	90.90	18	307	473	543	748	125	882	10
9881	6	99.91	87.27	16	730	733	178	457	653	855	10
9881	7	14.07	17.91	18	215	349	524	872	463	973	10
9881	8	69.80	33.35	19	362	538	339	456	297	346	10
9881	9	86.60	71.69	41	573	682	235	715	758	932	10
9881	10	8.06	8.37	28	521	876	588	849	228	962	10
9881	11	23.39	2.93	23	247	326	722	866	358	404	10
9881	12	92.77	58.30	1	240	320	765	895	866	932	10
9881	13	37.18	90.94	15	816	821	316	444	676	945	10
9881	14	58.56	14.10	21	411	421	345	426	466	609	10
9881	15	37.77	52.86	29	33	146	679	981	208	816	10
9881	16	82.08	23.29	2	896	925	170	442	82	262	10
9881	17	21.81	17.48	3	520	534	27	326	228	375	10
9881	18	13.09	4.18	2	196	294	449	575	324	961	10
9881	19	80.53	48.48	21	249	305	375	889	831	947	10
9881	20	93.97	37.53	27	75	157	361	654	909	935	10
9882	0	5.76	80.81	0	0	1000	0	1000	0	1000	0
9882	1	1.91	3.20	9	806	920	283	921	331	572	10
9882	2	62.12	68.93	25	157	280	237	286	505	941	10
9882	3	13.81	37.05	17	371	377	126	130	893	954	10
9882	4	94.27	93.43	14	584	671	235	333	803	909	10
9882	5	58.56	86.43	25	635	695	248	453	371	850	10
9882	6	37.44	71.02	16	430	460	248	965	421	447	10
9882	7	28.67	24.83	26	810	872	544	581	803	938	10
9882	8	87.67	6.39	16	668	669	600	888	229	772	10
9882	9	14.17	95.00	7	518	538	388	390	573	640	10
9882	10	43.06	51.34	6	777	899	62	382	121	272	10
9882	11	42.03	32.95	22	207	311	431	705	414	829	10
9882	12	85.49	94.15	20	250	252	269	503	134	351	10
9882	13	95.05	13.75	18	848	887	864	887	775	887	10
9882	14	94.61	25.95	24	441	519	542	894	756	874	10
9882	15	19.79	58.55	22	188	192	213	658	51	206	10
9882	16	88.49	88.76	23	622	662	544	915	791	915	10
9882	17	3.99	67.54	5	948	985	452	492	454	985	10
9882	18	69.48	55.02	23	727	808	878	930	544	754	10
9882	19	95.20	26.77	8	729	836	521	894	256	691	10
9882	20	86.30	45.63	5	508	552	864	906	265	714	10
9883	0	63.15	92.57	0	0	1000	0	1000	0	1000	0
9883	1	59.36	0.76	5	235	240	589	907	536	907	10
9883	2	1.25	74.28	6	719	934	98	745	606	934	10
9883	3	84.37	92.24	1	497	533	304	487	479	977	10
9883	4	47.73	6.36	28	880	909	692	911	264	687	10
9883	5	99.55	3.63	8	371	505	515	734	507	618	10
9883	6	80.05	64.73	7	376	431	564	586	898	966	10
9883	7	57.53	27.58	19	860	886	872	933	663	846	10
9883	8	55.64	4.41	42	133	188	854	910	458	910	10
9883	9	26.92	93.30	24	671	888	855	962	57	109	10
9883	10	29.00	44.48	20	651	692	214	560	688	940	10
9883	11	64.94	99.46	19	725	799	314	531	152	207	10
9883	12	7.81	4.70	8	228	407	533	564	654	733	10
9883	13	81.24	63.67	8	159	337	89	143	613	767	10
9883	14	5.17	40.56	19	161	239	176	248	164	349	10
9883	15	47.96	85.46	22	789	801	321	502	452	842	10
9883	16	4.05	98.72	22	785	939	300	303	691	939	10
9883	17	44.68	48.39	7	392	510	565	820	685	919	10
9883	18	67.54	21.42	18	713	715	375	404	727	927	10
9883	19	78.98	15.30	30	381	446	483	920	208	689	10
9883	20	24.42	7.65	12	175	190	534	905	866	905	10
9884	0	58.99	22.75	0	0	1000	0	1000	0	1000	0
9884	1	75.66	30.21	11	721	774	429	456	863	980	10
9884	2	69.96	34.04	38	487	548	89	522	938	983	10
9884	3	88.23	38.75	12	467	587	47	263	312	501	10
9884	4	58.92	56.11	23	771	866	824	965	791	965	10
9884	5	93.37	25.02	11	881	964	162	431	911	964	10
9884	6	27.95	3.73	23	366	480	61	401	247	962	10
9884	7	29.80	47.83	19	388	401	535	757	86	908	10
9884	8	59.08	14.22	11	783	807	112	249	446	752	10
9884	9	93.37	50.56	18	749	828	471	815	491	664	10
9884	10	73.87	47.44	22	578	621	816	839	279	683	10
9884	11	21.10	84.12	39	113	215	533	544	366	398	10
9884	12	60.78	43.88	12	807	866	214	359	900	977	10
9884	13	85.04	30.85	18	574	616	196	350	832	971	10
9884	14	31.96	7.36	9	581	673	781	795	230	784	10
9884	15	18.44	55.06	34	358	396	531	947	576	848	10
9884	16	72.31	24.09	9	72	124	28	90	163	237	10
9884	17	2.06	7.04	14	547	655	539	939	694	939	10
9884	18	50.80	63.41	19	908	947	876	957	517	957	10
9884	19	51.06	83.75	32	418	453	249	350	592	937	10
9884	20	60.45	6.58	24	434	456	133	526	878	982	10
9885	0	84.92	46.72	0	0	1000	0	1000	0	1000	0
9885	1	92.17	31.36	19	341	346	332	654	597	921	10
9885	2	77.91	14.75	12	646	749	121	572	561	665	10
9885	3	70.05	49.60	12	721	748	187	503	568	983	10
9885	4	42.27	92.75	13	143	181	354	603	586	936	10
9885	5	12.71	99.30	9	710	827	584	909	850	909	10
9885	6	18.59	35.06	22	656	878	587	931	668	769	10
9885	7	63.66	91.91	15	946	949	947	949	744	949	10
9885	8	43.16	89.06	18	786	824	823	939	714	939	10
9885	9	68.38	64.77	32	814	852	433	631	545	707	10
9885	10	96.08	79.25	24	333	409	159	300	646	708	10
9885	11	69.71	10.92	8	819	905	469	611	189	601	10
9885	12	45.51	77.99	29	229	252	518	948	448	668	10
9885	13	90.78	21.90	15	119	293	102	412	580	769	10
9885	14	72.66	52.57	10	760	985	162	493	602	607	10
9885	15	59.74	6.65	9	950	951	555	813	95	207	10
9885	16	84.79	76.27	12	240	315	420	969	507	637	10
9885	17	97.82	88.95	5	376	392	179	246	926	954	10
9885	18	89.02	87.48	11	528	655	631	849	808	958	10
9885	19	37.25	9.42	19	927	938	468	794	888	938	10
9885	20	76.21	28.67	16	847	978	952	978	485	640	10
9886	0	23.66	55.01	0	0	1000	0	1000	0	1000	0
9886	1	67.74	80.16	22	205	230	517	527	609	948	10
9886	2	78.03	63.95	7	129	274	831	869	288	396	10
9886	3	16.21	51.18	14	320	372	838	940	388	834	10
9886	4	72.01	31.49	5	608	621	126	512	616	945	10
9886	5	23.36	4.30	9	473	590	603	760	253	487	10
9886	6	34.33	65.94	21	595	721	827	983	83	283	10
9886	7	3.30	9.31	30	885	948	192	556	163	668	10
9886	8	78.19	92.75	8	551	554	900	932	886	932	10
9886	9	10.56	34.13	29	141	169	505	703	68	274	10
9886	10	46.47	51.95	1	325	427	395	690	219	500	10
9886	11	1.26	50.93	4	352	386	405	629	42	221	10
9886	12	92.95	89.46	25	144	148	478	876	898	921	10
9886	13	31.21	70.98	28	715	782	682	873	599	870	10
9886	14	26.92	45.04	5	967	988	254	489	535	722	10
9886	15	43.35	79.42	1	637	826	33	37	499	869	10
9886	16	6.66	97.76	10	394	483	927	952	506	534	10
9886	17	83.88	85.94	6	485	584	817	931	763	931	10
9886	18	39.22	11.27	9	109	208	586	952	159	952	10
9886	19	51.49	71.22	15	101	123	670	740	582	653	10
9886	20	10.49	1.67	18	741	876	758	891	259	272	10
9887	0	86.83	92.42	0	0	1000	0	1000	0	1000	0
9887	1	53.37	28.65	21	764	820	257	764	827	926	10
9887	2	20.63	84.36	14	133	210	818	932	165	336	10
9887	3	54.52	75.65	11	619	676	429	535	491	773	10
9887	4	11.76	2.83	1	242	374	543	835	173	509	10
9887	5	17.73	60.90	3	469	581	836	923	458	923	10
9887	6	12.84	89.76	18	348	536	149	212	123	222	10
9887	7	29.67	71.55	35	749	779	661	938	269	571	10
9887	8	57.59	73.19	2	312	442	702	705	737	964	10
9887	9	83.29	89.10	32	412	661	955	984	621	994	10
9887	10	13.24	75.50	16	381	399	693	923	847	923	10
9887	11	64.91	23.75	4	389	411	909	926	332	617	10
9887	12	41.72	34.58	25	97	149	587	925	550	615	10
9887	13	15.21	3.45	28	590	711	581	798	791	884	10
9887	14	94.60	88.27	12	153	276	893	990	689	990	10
9887	15	58.25	56.28	13	755	877	184	643	849	952	10
9887	16	3.12	7.05	7	218	270	456	879	387	530	10
9887	17	75.10	74.31	13	766	857	919	977	422	977	10
9887	18	6.04	66.68	16	447	454	220	530	443	914	10
9887	19	87.00	12.28	11	855	898	177	381	608	918	10
9887	20	25.26	66.70	17	926	932	594	650	97	510	10
9888	0	23.47	80.34	0	0	1000	0	1000	0	1000	0
9888	1	13.94	28.81	12	391	460	794	946	823	946	10
9888	2	84.22	59.90	25	741	837	760	934	635	934	10
9888	3	38.29	70.80	28	966	981	599	658	599	686	10
9888	4	98.68	79.12	9	356	400	177	705	384	923	10
9888	5	92.19	37.87	30	838	918	886	918	411	576	10
9888	6	14.84	73.95	33	263	296	719	721	440	719	10
9888	7	63.13	62.19	15	384	449	308	553	141	727	10
9888	8	95.23	22.21	33	486	611	707	906	743	906	10
9888	9	37.02	88.46	1	763	879	569	827	840	895	10
9888	10	42.35	1.53	42	793	851	464	641	422	748	10
9888	11	96.49	89.85	22	686	724	610	756	242	401	10
9888	12	9.01	55.44	7	490	524	457	784	603	945	10
9888	13	3.47	28.22	3	937	943	704	791	439	796	10
9888	14	65.32	70.15	23	151	358	802	904	941	955	10
9888	15	57.52	92.65	9	820	933	721	871	212	551	10
9888	16	29.75	50.54	19	313	355	269	279	929	968	10
9888	17	76.37	7.38	28	134	230	156	159	580	908	10
9888	18	39.92	40.77	20	426	520	875	956	877	956	10
9888	19	13.67	91.99	5	67	222	404	572	204	209	10
9888	20	61.47	85.16	16	674	714	735	934	863	960	10
9889	0	10.49	13.47	0	0	1000	0	1000	0	1000	0
9889	1	74.58	89.09	25	403	527	275	450	134	899	10
9889	2	80.01	61.59	12	573	655	596	757	586	914	10
9889	3	66.64	39.77	21	517	567	880	936	892	903	10
9889	4	29.61	38.29	15	666	797	605	907	802	967	10
9889	5	29.31	12.65	3	925	980	25	508	266	547	10
9889	6	3.27	97.79	22	161	204	646	914	751	914	10
9889	7	11.64	6.87	1	953	992	306	992	571	808	10
9889	8	75.67	14.51	27	195	346	630	710	380	456	10
9889	9	66.56	15.96	12	271	334	547	657	363	756	10
9889	10	64.41	97.20	25	572	636	790	899	307	899	10
9889	11	52.74	96.42	11	331	428	886	905	403	905	10
9889	12	75.03	74.10	7	366	432	288	471	526	691	10
9889	13	71.17	30.71	9	628	768	505	696	688	935	10
9889	14	49.65	73.07	14	391	418	467	572	783	927	10
9889	15	52.62	75.44	11	219	299	675	895	101	438	10
9889	16	69.97	99.71	6	752	830	720	894	655	759	10
9889	17	90.98	49.30	21	865	910	327	338	588	781	10
9889	18	29.41	7.13	21	270	327	837	948	459	760	10
9889	19	21.93	86.31	31	550	585	114	288	173	270	10
9889	20	5.08	18.23	9	326	450	472	530	73	221	10
9890	0	65.39	42.04	0	0	1000	0	1000	0	1000	0
9890	1	10.77	19.71	17	558	613	712	750	417	637	10
9890	2	35.43	68.29	16	70	264	746	938	925	959	10
9890	3	31.19	97.59	20	675	709	846	933	723	933	10
9890	4	10.27	56.75	5	547	736	501	559	794	941	10
9890	5	31.47	51.17	18	558	580	449	564	575	963	10
9890	6	96.09	75.13	10	282	356	283	858	731	953	10
9890	7	93.61	11.30	28	164	237	346	535	848	957	10
9890	8	63.07	52.58	18	823	988	742	921	803	938	10
9890	9	80.15	82.25	20	679	851	538	633	896	956	10
9890	10	3.47	66.43	1	808	815	747	932	304	555	10
9890	11	47.07	41.69	1	653	766	205	631	652	816	10
9890	12	32.18	91.73	11	584	613	597	939	372	675	10
9890	13	26.82	79.65	7	84	170	351	447	383	945	10
9890	14	49.37	40.92	14	55	69	193	258	796	982	10
9890	15	49.98	7.80	26	682	718	109	324	193	675	10
9890	16	28.08	38.00	1	495	619	930	961	89	827	10
9890	17	74.06	82.28	16	402	504	336	342	547	957	10
9890	18	57.23	57.86	8	780	912	765	895	697	981	10
9890	19	39.40	37.18	21	40	64	103	650	572	911	10
9890	20	5.99	6.94	20	629	650	204	356	689	789	10
9891	0	61.17	38.29	0	0	1000	0	1000	0	1000	0
9891	1	48.76	97.37	6	238	246	491	938	108	473	10
9891	2	71.01	45.86	1	201	285	955	958	912	986	10
9891	3	20.82	95.03	4	494	495	743	885	574	649	10
9891	4	69.92	42.11	5	164	221	345	357	765	989	10
